bid_pbanc_no,bid_pbanc_ord,bid_clsf_no,bid_prgrs_ord,bid_pbanc_nm,bid_pbanc_num,pbanc_stts_cd,pbanc_stts_cd_nm,prcm_bsne_se_cd,prcm_bsne_se_cd_nm,bid_mthd_cd,bid_mthd_cd_nm,std_ctrt_mthd_cd,std_ctrt_mthd_cd_nm,scsbd_mthd_cd,scsbd_mthd_cd_nm,pbanc_inst_unty_grp_no,pbanc_inst_unty_grp_no_nm,grp_nm,pic_id,pic_id_nm,bid_blff_id,bid_blff_id_nm,bsne_tlph_no,bsne_fax_no,bsne_eml,pbanc_pstg_dt,slpr_rcpt_bgng_dt,slpr_rcpt_ddln_dt,onbs_prnmnt_dt,bid_qlfc_reg_dt,onbs_plac_nm,zip,base_addr,dtl_addr,unty_addr,edoc_no,usr_doc_no_val,rbid_prms_yn,pbanc_pstg_yn,rgn_lmt_yn,lcns_lmt_yn,pnpr_use_yn,pnpr_rls_yn,unty_atch_file_no
R26BK01315709,000,0,000,"주택도시보증공사HUG 이주비,사업비 대출보증 행정대행용역 선정 입찰공고",R26BK01315709000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000091166,대도연립소규모재건축사업조합,대도연립소규모재건축사업조합,UN00000167955,이준호,UN00000167955,이준호,028037880,028037881,daedo98315@naver.com,2026-02-04 11:46:06,2026-02-04 13:00:00,2026-02-11 15:00:00,2026-02-11 16:00:00,2026-02-10 18:00:00,"조합사무실 (서울시 금천구 시흥대로 143, 신라상가 207호)",08640,서울특별시 금천구 시흥대로,"73-0 (시흥동, 대도연립)","서울특별시 금천구 시흥대로 73-0 (시흥동, 대도연립)",대도연립소규모재건축사업조합공고제2026-02호,대도연립소규모재건축사업조합공고제2026-02호,True,True,False,False,False,False,fba0132d-69fd-41e0-9aed-e9a3bb9bde7b
R26BK01315622,000,0,000,석면농도측정용역,R26BK01315622000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000089592,우동3구역 주택재개발정비사업조합,우동3구역 주택재개발정비사업조합,UN00000249431,한정구,UN00000249431,한정구,0517463303,0517463188,woodong-3@naver.com,2026-02-04 11:23:43,2026-02-09 09:00:00,2026-02-12 12:00:00,2026-02-12 16:00:00,2026-02-11 18:00:00,조합사무실,48087,부산광역시 해운대구 해운대로,641-0 (우동) 2층,부산광역시 해운대구 해운대로 641-0 (우동) 2층,20260204-2,20260204-2,True,True,False,False,False,False,82fa6d53-b72a-4d1a-883b-6fe48aa705e9
R26BK01315595,000,0,000,건축물해체계획서 작성용역,R26BK01315595000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000089592,우동3구역 주택재개발정비사업조합,우동3구역 주택재개발정비사업조합,UN00000249431,한정구,UN00000249431,한정구,0517463303,0517463188,woodong-3@naver.com,2026-02-04 11:23:21,2026-02-09 09:00:00,2026-02-12 11:30:00,2026-02-12 15:30:00,2026-02-11 18:00:00,조합사무실,48087,부산광역시 해운대구 해운대로,641-0 (우동) 2층,부산광역시 해운대구 해운대로 641-0 (우동) 2층,20260204-1,20260204-1,True,True,False,False,False,False,5f26a7e9-3d97-49a8-9237-add394eb42f8
R26BK01315556,000,1,000,2026년 대구센터 CT 입찰 재공고,R26BK01315556000,공400001,등록공고,조070001,물품,입180001,직찰,계030001,일반경쟁,낙030021,최저가낙찰제,IN0100000083764,(재)한국의학연구소,(재)한국의학연구소,UN00000158694,김은정,UN00000158694,김은정,,,kmikej@kmi.or.kr,2026-02-04 11:13:03,,,2026-02-11 10:00:00,,서울특별시 중구 남대문로 117 동아빌딩 15층 KMI한국의학연구소,04522,서울특별시 중구 남대문로,"117 (다동) 동아빌딩 3, 12~15층","서울특별시 중구 남대문로 117 (다동) 동아빌딩 3, 12~15층",구매입찰2026-0004,구매입찰2026-0004,True,True,False,False,False,False,1c6722a2-aa7a-4149-8366-e2cda3fd5c47
R26BK01315527,000,0,000,용호3구역 재건축정비사업조합 감정평가법인등 선정 입찰공고,R26BK01315527000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000011267,용호3구역 재건축정비사업조합,용호3구역 재건축정비사업조합,CM065232G0001,이수형,CM065232G0001,이수형,0552862227,0552672229,slskylee@naver.com,2026-02-04 11:08:15,2026-02-04 11:20:00,2026-02-13 14:00:00,2026-02-13 15:00:00,2026-02-13 14:00:00,"조합사무실(창원시 성산구 외동반림로 206, 용지무학상가 제4층 제4호)",51433,경상남도 창원시 성산구 외동반림로,206 (용호동) 용지무학상가 4층 4호,경상남도 창원시 성산구 외동반림로 206 (용호동) 용지무학상가 4층 4호,용호3구역재건축정비사업조합공고제2026-04호,용호3구역재건축정비사업조합공고제2026-04호,False,True,False,False,False,False,7841180e-82e0-4a44-9324-2e812e3fe40c
R26BK01315257,000,0,000,DB프로미 농구단 콘텐츠 제작 인프라 구축 3차재공고,R26BK01315257000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000076349,디비손해보험(주),디비손해보험(주),UN00000392813,모규화,UN00000392813,모규화,0230113177,,khmo@dbins.co.kr,2026-02-04 10:49:51,2026-02-04 17:00:00,2026-02-19 12:00:00,2026-02-19 13:00:00,2026-02-18 18:00:00,서울시 강남구 테헤란로 432 DB금융센터,06194,서울특별시 강남구 테헤란로,432-0 (대치동) DB금융센터,서울특별시 강남구 테헤란로 432-0 (대치동) DB금융센터,20260204,20260204,True,True,False,False,False,False,fe692605-65fa-4094-a8a8-05e9611e5fce
R26BK01314604,000,0,000,응봉대림2차아파트 재건축정비사업 도시계획업체 선정 입찰공고,R26BK01314604000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000002772,응봉대림2차아파트 재건축추진준비위원회,응봉대림2차아파트 재건축추진준비위원회,UN00000376625,마재소,UN00000376625,마재소,01029665780,01029665780,ms503942@naver.com,2026-02-04 09:54:27,2026-02-04 10:00:00,2026-02-13 16:00:00,2026-02-13 17:00:00,2026-02-12 18:00:00,재건축추진준비위원회 사무실(서울시 성동구 독서당로431 관리동 지하 2층),04720,서울특별시 성동구 독서당로,"431 (응봉동, 대림2차아파트)","서울특별시 성동구 독서당로 431 (응봉동, 대림2차아파트)",응봉대림2차아파트재건축추진준비위원회공고제2026-01호,응봉대림2차아파트재건축추진준비위원회공고제2026-01호,False,True,False,False,False,False,dbb0efa3-5abe-4b8e-96dd-c3824e943638
R26BK01314861,000,0,000,건축물정밀안전진단내진성능평가 포함,R26BK01314861000,공400001,등록공고,조070002,용역,입180001,직찰,계030001,일반경쟁,낙030021,최저가낙찰제,IN0100000089793,대륭테크노타운17차관리단운영위원회,대륭테크노타운17차관리단운영위원회,UN00000263478,정승호,UN00000263478,정승호,0234027101,0234027105,starchung@naver.com,2026-02-04 09:13:45,,,2026-03-03 11:00:00,,대륭테크노타운17차 회의실,08594,서울특별시 금천구 가산디지털1로,25 (가산동),서울특별시 금천구 가산디지털1로 25 (가산동),DRT17-01,DRT17-01,False,True,False,False,False,False,8b757ab7-e973-40b0-adc9-abbb32191391
R26BK01314253,000,0,000,더케이제주호텔 청소미화·기물·직원식당 관리용역,R26BK01314253000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030003,제한경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000090627,더케이제주호텔(주),더케이제주호텔(주),UN00000258107,오제호,UN00000258107,오제호,0647298291,0647298610,dhwpgh00@naver.com,2026-02-03 17:51:17,2026-03-04 09:00:00,2026-03-06 14:00:00,2026-03-06 15:00:00,2026-03-05 15:00:00,담당자 PC,63165,제주특별자치도 제주시 탑동로,66-0 (삼도이동),제주특별자치도 제주시 탑동로 66-0 (삼도이동),인사관리-31,인사관리-31,True,True,False,True,False,False,3ef288e9-5ba8-49dc-8a78-e8a2938bbdf7
R26BK01314212,000,0,000,더케이제주호텔 객실·스포츠센터 관리용역,R26BK01314212000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030003,제한경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000090627,더케이제주호텔(주),더케이제주호텔(주),UN00000258107,오제호,UN00000258107,오제호,0647298291,0647298610,dhwpgh00@naver.com,2026-02-03 17:42:28,2026-03-04 09:00:00,2026-03-06 14:00:00,2026-03-06 15:00:00,2026-03-05 15:00:00,담당자 PC,63165,제주특별자치도 제주시 탑동로,66-0 (삼도이동),제주특별자치도 제주시 탑동로 66-0 (삼도이동),인사관리-32,인사관리-32,True,True,False,True,False,False,16b74458-4ad1-462f-94f0-d10d76b6d579
R26BK01314048,000,0,000,외부회계감사 업체선정 입찰공고,R26BK01314048000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030021,최저가낙찰제,IN0100000102471,상남아크로타워관리단대표위원회,상남아크로타워관리단대표위원회,UN00000250947,진인옥,UN00000250947,진인옥,0552744112,0552744120,jjj5080@naver.com,2026-02-03 17:09:44,2026-02-03 17:30:00,2026-02-10 10:00:00,2026-02-10 11:00:00,2026-02-09 18:00:00,상남아크로타워 생활지원실,51504,경상남도 창원시 성산구 중앙대로,"48-0 (상남동, 상남 아크로타워)","경상남도 창원시 성산구 중앙대로 48-0 (상남동, 상남 아크로타워)",입찰공고-01,입찰공고-01,True,True,False,False,False,False,793e7431-c5db-418f-99de-bc0c255bcf10
R26BK01313866,000,0,000,설계자 선정을 위한 입찰 공고,R26BK01313866000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000111028,수안동반도보라맨션소규모재건축정비사업조합,수안동반도보라맨션소규모재건축정비사업조합,UN00000288230,김규리,UN00000288230,김규리,0517173046,0517173049,bandoborra@naver.com,2026-02-03 16:46:50,2026-02-03 17:00:00,2026-02-23 14:00:00,2026-02-23 15:00:00,2026-02-23 14:00:00,"조합사무실(부산광역시 동래구 충렬대로238번가길 51, 2층)",47877,부산광역시 동래구 충렬대로238번가길,"58-0 (수안동, 반도보라맨션)","부산광역시 동래구 충렬대로238번가길 58-0 (수안동, 반도보라맨션)",공고제2026-03호,공고제2026-03호,False,True,False,False,False,False,ae53199a-d32d-45a4-8b17-5380838575d5
R26BK01313941,000,0,000,평택1구역 재개발사업 호텔기술지도업체 선정 입찰공고,R26BK01313941000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000001676,평택1구역재개발정비사업조합,평택1구역재개발정비사업조합,UN00000347510,강정현,UN00000347510,강정현,0316524321,03180394999,pyeongtaek1zone@naver.com,2026-02-03 16:46:08,2026-02-03 17:00:00,2026-02-11 12:00:00,2026-02-11 13:00:00,2026-02-10 18:00:00,조합사무실,17909,경기도 평택시 중앙2로,"55 (합정동), 205호","경기도 평택시 중앙2로 55 (합정동), 205호",평택1구역공고제2026-0203-04호,평택1구역공고제2026-0203-04호,True,True,False,False,False,False,8ffa57df-cbf8-40f4-84c8-f11b53379ade
R26BK01311381,001,0,000,일산 문촌6구역문촌14.15.18.19단지 도시계획업체 선정 입찰공고,R26BK01311381001,공400002,변경공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000014008,문촌6구역(문촌14.15.18.19단지)주민대표단,문촌6구역(문촌14.15.18.19단지)주민대표단,UN00000572745,정명일,UN00000572745,정명일,01026216244,0318136138,jungmoungil@naver.com,2026-02-03 16:43:31,2026-02-02 22:00:00,2026-02-10 16:00:00,2026-02-10 17:00:00,2026-02-10 14:00:00,일산 문촌6구역(문촌14.15.18.19단지) 주민대표단 사무실 PC,10384,경기도 고양시 일산서구 킨텍스로,284 (주엽동),경기도 고양시 일산서구 킨텍스로 284 (주엽동),일산문촌6구역주민대표단공고제2026-02호,일산문촌6구역주민대표단공고제2026-02호,False,True,False,False,False,False,ecb5647d-1200-42ad-a1e7-d0c8025605a1
R26BK01313913,000,0,000,평택1구역 재개발사업 소방시설공사 협력업체 선정 입찰공고,R26BK01313913000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000001676,평택1구역재개발정비사업조합,평택1구역재개발정비사업조합,UN00000347510,강정현,UN00000347510,강정현,0316524321,03180394999,pyeongtaek1zone@naver.com,2026-02-03 16:39:46,2026-02-03 17:00:00,2026-02-19 12:00:00,2026-02-19 13:00:00,2026-02-18 18:00:00,조합사무실,17909,경기도 평택시 중앙2로,"55 (합정동), 205호","경기도 평택시 중앙2로 55 (합정동), 205호",평택1구역공고제2026-0203-03호,평택1구역공고제2026-0203-03호,True,True,False,False,False,False,9a42c267-693d-44c5-abd1-9f34bf9f7fc8
R26BK01313338,000,0,000,전력용 변압기 정밀점검 공사,R26BK01313338000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030003,제한경쟁,낙030021,최저가낙찰제,IN0100000127694,신평택발전(주),신평택발전(주),CM063753G0001,김영호,CM063753G0001,김영호,0316122911,0316122980,kyh1158@sppc.co.kr,2026-02-03 16:36:52,2026-02-04 09:00:00,2026-02-12 14:00:00,2026-02-12 16:00:00,2026-02-11 18:00:00,계약담당자 PC,17885,경기도 평택시 경기대로,271-0 (비전동),경기도 평택시 경기대로 271-0 (비전동),26-016,26-016,True,True,False,True,True,False,c38fc7a1-1aee-4a43-b9f3-d9050f6af623
R26BK01313881,000,0,000,평택1구역 재개발사업 친환경설계 및 인증 협력업체 선정 입찰 공고,R26BK01313881000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000001676,평택1구역재개발정비사업조합,평택1구역재개발정비사업조합,UN00000347510,강정현,UN00000347510,강정현,0316524321,03180394999,pyeongtaek1zone@naver.com,2026-02-03 16:34:47,2026-02-03 17:00:00,2026-02-11 12:00:00,2026-02-11 13:00:00,2026-02-10 18:00:00,조합사무실,17909,경기도 평택시 중앙2로,"55 (합정동), 205호","경기도 평택시 중앙2로 55 (합정동), 205호",평택1구역공고제2026-0203-02호,평택1구역공고제2026-0203-02호,True,True,False,False,False,False,13a5d02d-28f2-4de1-9136-dc929d86de26
R26BK01313807,000,0,000,평택1구역 재개발사업 경관심의 협력업체 선정 입찰공고,R26BK01313807000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000001676,평택1구역재개발정비사업조합,평택1구역재개발정비사업조합,UN00000347510,강정현,UN00000347510,강정현,0316524321,03180394999,pyeongtaek1zone@naver.com,2026-02-03 16:32:15,2026-02-03 16:30:00,2026-02-11 12:00:00,2026-02-11 13:00:00,2026-02-10 18:00:00,조합사무실,17909,경기도 평택시 중앙2로,"55 (합정동), 205호","경기도 평택시 중앙2로 55 (합정동), 205호",평택1구역공고제2026-0203-01호,평택1구역공고제2026-0203-01호,True,True,False,False,False,False,c73fedd8-b6ed-4daa-b86c-570cd662c02f
R26BK01313701,000,0,000,여의도 한양아파트 재건축사업 건설사업관리 CM 용역업체 선정 입찰공고,R26BK01313701000,공400001,등록공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000091973,케이비부동산신탁(주),케이비부동산신탁(주),UN00000178823,박종두,UN00000178823,박종두,01041132200,,skywhden@naver.com,2026-02-03 16:14:47,2026-02-03 17:00:00,2026-02-13 11:00:00,2026-02-13 13:00:00,2026-02-12 18:00:00,"발주자 사무실(서울시 강남구 강남대로 298, 8층(KB라이프타워))",06133,서울특별시 강남구 테헤란로,129(역삼동) 23층,서울특별시 강남구 테헤란로 129(역삼동) 23층,케이비부동산신탁2026-01,케이비부동산신탁2026-01,False,True,False,False,False,False,8ff3db82-72b8-4043-88d5-db6ae432c80a
R26BK01311340,001,0,000,일산 문촌6구역문촌14.15.18.19단지 통합재건축 사업 우선협상대상자 예비신탁사 선정 입찰 공고,R26BK01311340001,공400002,변경공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000014008,문촌6구역(문촌14.15.18.19단지)주민대표단,문촌6구역(문촌14.15.18.19단지)주민대표단,UN00000572745,정명일,UN00000572745,정명일,01026216244,0318136138,jungmoungil@naver.com,2026-02-03 16:00:47,2026-02-02 22:00:00,2026-02-10 16:00:00,2026-02-10 17:00:00,2026-02-10 14:00:00,통합재건축 주민대표단 사무실 PC,10384,경기도 고양시 일산서구 킨텍스로,284 (주엽동),경기도 고양시 일산서구 킨텍스로 284 (주엽동),일산문촌6구역주민대표단공고제2026-01호,일산문촌6구역주민대표단공고제2026-01호,False,True,False,False,False,False,067e1f7a-3cd3-4da1-8e09-dcd0b535595e
R26BK01313496,000,0,000,슬러지자원화2·3단계시설 FRTO 유지보수 공사,R26BK01313496000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030002,지명경쟁,낙030021,최저가낙찰제,IN0100000096513,그린에너지개발주식회사,그린에너지개발주식회사,UN00000178872,이민우,UN00000178872,이민우,0325643400,0325463572,lmw@grenco.co.kr,2026-02-03 15:29:45,2026-02-03 18:00:00,2026-02-10 11:00:00,2026-02-10 12:00:00,2026-02-09 18:00:00,계약담당자 PC,22688,인천광역시 서구 거월로,61-0 (백석동),인천광역시 서구 거월로 61-0 (백석동),그린제2026-03호,그린제2026-03호,True,True,False,False,False,False,1dcb9749-6e48-4c13-a276-394f5cc42038
R26BK01313481,000,0,000,소내 정비편의시설 설치공사,R26BK01313481000,공400001,등록공고,조070004,공사,입180002,전자입찰,계030003,제한경쟁,낙030021,최저가낙찰제,IN0100000090984,동두천드림파워（주）,동두천드림파워（주）,CM028326G0001,김진호,CM028326G0001,김진호,03180823421,03180823149,jhkim@iddp.co.kr,2026-02-03 15:27:57,2026-02-03 16:00:00,2026-02-12 16:00:00,2026-02-12 17:00:00,2026-02-11 18:00:00,동두천드림파워(주) 계약담당자 PC,11322,경기도 동두천시 쇠목길,110-0 (광암동),경기도 동두천시 쇠목길 110-0 (광암동),260203,260203,True,True,False,False,True,False,50744cab-68ad-4fd5-b5ea-af0d0b4b726e
R26BK01300833,001,0,000,광신대교 첨가배관 보수공사 감리용역,R26BK01300833001,공400002,변경공고,조070002,용역,입180002,전자입찰,계030003,제한경쟁,낙030021,최저가낙찰제,IN0100000115042,(주)해양에너지,(주)해양에너지,UN00000113326,이동현,UN00000113326,이동현,0627175142,0629530018,ldh161@hyenergy.co.kr,2026-02-03 15:20:49,2026-02-03 16:00:00,2026-02-06 10:00:00,2026-02-06 11:00:00,2026-02-05 18:00:00,담당자 PC,62209,광주광역시 광산구 손재로287번길,59-0 (하남동) 해양에너지,광주광역시 광산구 손재로287번길 59-0 (하남동) 해양에너지,해양에너지-0059,해양에너지-0059,True,True,True,True,False,False,987d2808-5982-4e5a-a9da-bd106928ca7c
R26BK01313271,000,0,000,재공고-26년 이라크 방산전시회 IQDEX 전시업체 선정,R26BK01313271000,공400001,등록공고,조070002,용역,입180001,직찰,계030003,제한경쟁,낙030028,제안서평가에의한낙찰자결정,IN0100000086382,한국항공우주산업주식회사,한국항공우주산업주식회사,UN00000192397,김재호,UN00000192397,김재호,0558519328,,jackhawk@koreaaero.com,2026-02-03 14:55:52,,,2026-02-20 13:00:00,,한국항공우주산업 본사,52529,경상남도 사천시 사남면 공단1로,78 한국항공우주산업주식회사,경상남도 사천시 사남면 공단1로 78 한국항공우주산업주식회사,K-260203-001,K-260203-001,True,True,False,False,False,False,97765166-d763-4d58-8604-8a81e29f5c6a
R26BK01305007,001,0,000,방배우성아파트 재건축추진준비위원회 도시계획업체 선정 입찰공고,R26BK01305007001,공400002,변경공고,조070002,용역,입180001,직찰,계030001,일반경쟁,낙030001,적격심사제,IN0000000013990,방배우성아파트 재건축 추진준비위원회,방배우성아파트 재건축 추진준비위원회,UN00000570732,서인원,UN00000570732,서인원,01032556000,025810450,tjgudqo@daum.net,2026-02-03 14:47:11,,,2026-02-13 19:00:00,,방배우성아파트 108동 106호,06760,서울특별시 서초구 방배선행길,"1 (방배동, 방배우성아파트) 108동 106호","서울특별시 서초구 방배선행길 1 (방배동, 방배우성아파트) 108동 106호",2026-01,2026-01,False,True,False,False,False,True,0615e9a8-10a2-4c99-847c-79b383977cdd
R26BK01313091,000,0,000,여의도 광장아파트 28재건축사업 전체회의대행 업체 선정 입찰 공고,R26BK01313091000,공400004,재공고,조070002,용역,입180002,전자입찰,계030001,일반경쟁,낙030001,적격심사제,IN0100000085309,한국자산신탁(주),한국자산신탁(주),C107819767301,하헌수,C107819767301,하헌수,0221126453,0221126400,trueowner@kait.com,2026-02-03 14:26:47,2026-02-03 15:00:00,2026-02-09 14:00:00,2026-02-09 15:00:00,2026-02-08 18:00:00,전자조달시스템(누리장터) 이용 온라인 개찰,06210,서울특별시 강남구 테헤란로,306-0 (역삼동),서울특별시 강남구 테헤란로 306-0 (역삼동),524_2020_021559,524_2020_021559,True,True,False,False,False,False,15bb56a1-3baf-4730-a497-ab779c3c0a68
R26BK01313002,000,1,000,2026년 상반기 축산농가 풀사료 공급업체 모집,R26BK01313002000,공400001,등록공고,조070001,물품,입180001,직찰,계030001,일반경쟁,낙030021,최저가낙찰제,IN0100000116196,전국한우협회 문경시지부,전국한우협회 문경시지부,CM054580G0001,김영준,CM054580G0001,김영준,0545546668,05040390003,hail9123@naver.com,2026-02-03 14:14:10,,,2026-02-25 14:00:00,,문경로컬푸드문화센터 2층 회의실(문경시 호계면 문경대로 1030),36931,경상북도 문경시 호계면 문경대로,1024-0,경상북도 문경시 호계면 문경대로 1024-0,한우협회문경시지부제2026-01호,한우협회문경시지부제2026-01호,False,True,False,False,False,False,bf44e5b9-3a99-435a-bbb9-9dc0317f8e60
R26BK01312905,000,1,000,"인수영농조합법인 친환경농산물 생산,유통인프라구축 물품구매 및 설치",R26BK01312905000,공400001,등록공고,조070001,물품,입180002,전자입찰,계030003,제한경쟁,낙030001,적격심사제,IN0100000117340,인수영농조합법인,인수영농조합법인,C415811865701,김인수,C415811865701,김인수,,,0325kl@hanmail.net,2026-02-03 13:59:54,2026-02-03 17:00:00,2026-02-10 17:00:00,2026-02-10 18:00:00,2026-02-09 18:00:00,인수영농조합,59046,전라남도 해남군 삼산면 고산로,377,전라남도 해남군 삼산면 고산로 377,제2026-1호,제2026-1호,False,True,False,False,False,False,686cebd8-f50a-4f0b-91ba-f648258b5350
R26BK01312728,000,1,000,2026년 강남센터 MRI 입찰 재공고,R26BK01312728000,공400001,등록공고,조070001,물품,입180001,직찰,계030001,일반경쟁,낙030021,최저가낙찰제,IN0100000083764,(재)한국의학연구소,(재)한국의학연구소,UN00000158694,김은정,UN00000158694,김은정,,,kmikej@kmi.or.kr,2026-02-03 13:31:40,,,2026-02-10 10:00:00,,서울특별시 중구 남대문로 117 동아빌딩 15층 KMI한국의학연구소,04522,서울특별시 중구 남대문로,"117 (다동) 동아빌딩 3, 12~15층","서울특별시 중구 남대문로 117 (다동) 동아빌딩 3, 12~15층",구매입찰2026-0003,구매입찰2026-0003,True,True,False,False,False,False,1d52e79d-b451-4804-974a-5272185204fc
R26BK01312633,000,0,000,SIMTOS 2026 경비용역 업체 선정 재입찰공고,R26BK01312633000,공400001,등록공고,조070002,용역,입180001,직찰,계030003,제한경쟁,낙030021,최저가낙찰제,IN0100000083385,한국공작기계산업협회,한국공작기계산업협회,UN00000192564,최희정,UN00000192564,최희정,0234590014,,hjchoi@komma.org,2026-02-03 13:15:02,,,2026-02-11 10:00:00,,공작기계회관 6층 회의실,14344,경기도 광명시 일직로12번길,13-0 (일직동),경기도 광명시 일직로12번길 13-0 (일직동),운영지원팀-105호_재,운영지원팀-105호_재,True,True,False,False,False,False,e8c75ac4-f079-40de-9189-bfc9cf19a46a
